Station Name,Street Address,City,ZIP,Station Phone,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,EV Connector Types,Facility Type,EV Pricing
Target Park - 365 Bloor St - Tesla Destination,365 Bloor St E,Toronto,M4Y 2L1,416-425-7275  877-798-3752,24 hours daily; pay lot,8,,Tesla Destination,43.671915,-79.377971,2020-11-03,116561,2021-06-07 17:08:43 UTC,J1772 TESLA,PAY_GARAGE,Free
Johnvince Foods - North York - Tesla Destination,555 Steeprock Dr,Toronto,M3J 2Z6,416-636-6146  877-798-3752,24 hours daily,2,,Tesla Destination,43.758431,-79.469446,2020-11-03,116562,2021-06-07 17:08:43 UTC,J1772 TESLA,SHOPPING_CENTER,Free
Four Seasons Hotel Toronto - Tesla Destination,60 Yorkville Ave,Toronto,M4W 0A4,416-964-0411  877-798-3752,24 hours daily; for customer use only; see valet for access,2,,Tesla Destination,43.671634,-79.389753,2020-11-03,116563,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Queens Quay West Parkade - Tesla Destination,7 Lower Simcoe St,Toronto,M5V 1Z2,416-366-3516  877-798-3752,24 hours daily; pay lot,24,,Tesla Destination,43.640202,-79.382062,2020-11-03,116564,2021-06-07 17:08:43 UTC,J1772 TESLA,PAY_GARAGE,Free
Toronto Pan Am Sports Centre - Tesla Destination,875 Morningside Ave,Toronto,M1C 0C7,416-283-5222  877-798-3752,24 hours daily; pay lot,30,,Tesla Destination,43.790897,-79.19428,2020-11-03,116566,2021-06-07 17:08:43 UTC,J1772 TESLA,REC_SPORTS_FACILITY,Free
Catchacoma Marina - Tesla Destination,4178 County Rd 507,Trent Lakes,K0L 1J0,705-657-3354  877-798-3752,24 hours daily,2,,Tesla Destination,44.749011,-78.339528,2020-11-03,116567,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Kortright Centre - Tesla Destination,9550 Pine Valley Dr,Vaughan,L4L 1A6,416-371-3449  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,43.832547,-79.592936,2020-11-03,116568,2021-06-07 17:08:43 UTC,J1772 TESLA,OTHER,Free
Tawse Winery - Tesla Destination,3955 Cherry Ave,Vineland,L0R 2C0,905-562-9500  877-798-3752,24 hours daily; for customer use only,6,,Tesla Destination,43.151512,-79.411646,2020-11-03,116569,2021-06-07 17:08:43 UTC,J1772 TESLA,BREWERY_DISTILLERY_WINERY,Free
Delta Hotels by Marriott Waterloo - Tesla Destination,110 Erb St W,Waterloo,N2L 0C6,519-514-0404  877-798-3752,24 hours daily; see front desk for access,2,,Tesla Destination,43.463066,-80.528879,2020-11-03,116570,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Wildcraft Grill Bar - Tesla Destination,425 King St N,Waterloo,N2J 2Z5,519-885-0117  877-798-3752,24 hours daily,2,,Tesla Destination,43.486841,-80.527407,2020-11-03,116571,2021-06-07 17:08:43 UTC,J1772 TESLA,RESTAURANT,Free
Courtyard by Marriott Waterloo St. Jacobs - Tesla Destination,50 Benjamin Rd E,Waterloo,N2V 2J9,519-884-9295  877-798-3752,24 hours daily; for customer use only; see front desk for access,4,,Tesla Destination,43.506666,-80.554685,2020-11-03,116572,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Couples Resort Inc - Tesla Destination,139 Galeairy Lake Rd,Whitney,K0J 2M0,866-202-1179  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,45.489017,-78.244298,2020-11-03,116573,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Best Western Woodstock Inn & Suites - Tesla Destination,811 Athlone Ave,Woodstock,N4V 0B6,519-537-2320  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,43.11254,-80.744139,2020-11-03,116574,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Delta Hotels by Marriott Prince Edward - Tesla Destination,18 Queen St,Charlottetown,C1A 4A1,902-566-2222  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,46.231922,-63.124462,2020-11-03,116575,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Lanes Riverhouse Inn and Cottages - Tesla Destination,33 Brook St,Montague,C0A 1R0,800-268-7532  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,46.167152,-62.644748,2020-11-03,116576,2021-06-07 17:08:43 UTC,J1772 TESLA,INN,Free
Comfort Inn Airport East - Tesla Destination,1255 Boul Duplessis,Ancienne-Lorette,G2G 2B4,418-872-5900  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,46.7881955,-71.3539628,2020-11-03,116577,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
L'Estampilles - Tesla Destination,24 Chemin Cap-Aux-Corbeaux Nord,Baie Saint Paul,G3Z 1A7,418-435-2533  877-798-3752,24 hours daily; see front desk for access,2,,Tesla Destination,47.438681,-70.464236,2020-11-03,116578,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Le Germain Hotel Charlevoix - Tesla Destination,50 Rue de la Ferme,Baie-Saint-Paul,G3Z 0G2,844-240-4700  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,47.435921,-70.505429,2020-11-03,116579,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Chateau Mont-Ste-Anne - Tesla Destination,500  Boulevard du Beau Pre,Beaupre,G0A 1E0,418-827-5211  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,47.064003,-70.907652,2020-11-03,116580,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Ville de Becancour - Bibliotheque - Tesla Destination,1295 Ave Nicolas-Perrot,Becancour,G9H 1A1,819-294-6500  877-798-3752,24 hours daily,1,,Tesla Destination,46.348647,-72.43558,2020-11-03,116581,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Marché Godefroy - Tesla Destination,1700 Avenue Descôteaux,Bécancour,G9H 1W2,819-233-3700  877-798-3752,24 hours daily,1,,Tesla Destination,46.291713,-72.537628,2020-11-03,116582,2021-06-07 17:08:43 UTC,TESLA,SHOPPING_CENTER,Free
Auberge Godefroy - Tesla Destination,17575 Boul Becancour,Becancour,G9H 1A5,800-361-1620  877-798-3752,24 hours daily,1,,Tesla Destination,46.301222,-72.542795,2020-11-03,116583,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Ville de Becancour - Caserne Incendie - Tesla Destination,1940 Boulevard Becancour,Becancour,G9H 3V4,819-294-6500  877-798-3752,24 hours daily,1,,Tesla Destination,46.40343,-72.273695,2020-11-03,116584,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Metro Plus Port Royal - Tesla Destination,4850 Ave Fardel,Bécancour,G9H 1V7,819-233-2331  877-798-3752,24 hours daily,1,,Tesla Destination,46.272468,-72.504799,2020-11-03,116585,2021-06-07 17:08:43 UTC,TESLA,SHOPPING_CENTER,Free
Resto-Bar le Cinquante Cinq - Tesla Destination,4810 Rue Fardel,Bécancour,G9H 1V6,819-233-2929  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,46.272605,-72.506015,2020-11-03,116586,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Hotel Mortagne - Tesla Destination,1228 Rue Nobel,Boucherville,J4B 5H1,877-655-9966  877-798-3752,24 hours daily,3,,Tesla Destination,45.568808,-73.442681,2020-11-03,116587,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Domaine Chateau Bromont - Tesla Destination,90 rue Stanstead,Bromont,J2L 1K6,450-534-0514  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,45.304334,-72.638374,2020-11-03,116588,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Alt Hotel - Brossard Quartier DIX30 - Tesla Destination,6500 Boulevard de Rome,Brossard,J4Y 0B6,877-343-1030  877-798-3752,24 hours daily; for customer use only; see front desk for access,8,,Tesla Destination,45.440633,-73.439577,2020-11-03,116589,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel Alt Quartier Dix30 - Tesla Destination,6500 Boulevard Rome,Brossard,J4Y 0B6,877-343-1030  877-798-3752,24 hours daily; for customer use only; see front desk for access,4,,Tesla Destination,45.440633,-73.439577,2020-11-03,116590,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel Brossard - Tesla Destination,7365 Boulevard Marie-Victorin,Brossard,J4W 1A6,877-890-1008  877-798-3752,24 hours daily; for customer use only,5,,Tesla Destination,45.462452,-73.491637,2020-11-03,116591,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel Le Montagnais - Tesla Destination,1080 Boulevard Talbot,Chicoutimi,G7H 4B6,418-543-1521  877-798-3752,24 hours daily; for customer use only,5,,Tesla Destination,48.41079,-71.053965,2020-11-03,116593,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Laiterie De Coaticook - Tesla Destination,1000 Rue Child,Coaticook,J1A 2S5,819-849-2272  877-798-3752,24 hours daily,2,,Tesla Destination,45.156402,-71.801674,2020-11-03,116594,2021-06-07 17:08:43 UTC,J1772 TESLA,RESTAURANT,Free
Vignoble La Grenouille - Tesla Destination,434 Chemin Plouffe,Cowansville,J2K 3G6,450-578-6562  877-798-3752,24 hours daily,1,,Tesla Destination,45.19728,-72.790576,2020-11-03,116595,2021-06-07 17:08:43 UTC,TESLA,OTHER,Free
Vignoble Gagliano Inc. - Tesla Destination,1046 rue Bruce,Dunham,J0E 1M0,450-295-3503  877-798-3752,24 hours daily; see front desk for access,3,,Tesla Destination,45.10982,-72.85657,2020-11-03,116596,2021-06-07 17:08:43 UTC,J1772 TESLA,OTHER,Free
Vignoble de l'Orpailleur - Tesla Destination,1086 Bruce,Dunham,J0E 1M0,450-295-2763  877-798-3752,24 hours daily,2,,Tesla Destination,45.109722,-72.859302,2020-11-03,116597,2021-06-07 17:08:43 UTC,J1772 TESLA,OTHER,Free
Brasserie Dunham - Tesla Destination,3809 Rue Principale,Dunham,J0E 1M0,450-295-1500  877-798-3752,24 hours daily; for customer use only; see front desk for access,1,,Tesla Destination,45.130467,-72.80039,2020-11-03,116598,2021-06-07 17:08:43 UTC,TESLA,RESTAURANT,Free
Val Caudalies Vignoble - Tesla Destination,4921 Principale,Dunham,J0E 1M0,450-295-2333  877-798-3752,24 hours daily,1,,Tesla Destination,45.098811,-72.810317,2020-11-03,116599,2021-06-07 17:08:43 UTC,TESLA,OTHER,Free
Esterel Resort - Tesla Destination,39 Boul Fridolin Simard,Esterel,J0T 1E0,450-228-2571  877-798-3752,24 hours daily,6,,Tesla Destination,46.036299,-74.027193,2020-11-03,116600,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
"Domaine de l'O, Inc. - Tesla Destination",35 QC-148,Fort-Coulonge,J0X 1V0,613-406-5254  877-798-3752,24 hours daily,1,,Tesla Destination,45.832694,-76.695649,2020-11-03,116601,2021-06-07 17:08:43 UTC,TESLA,OTHER,Free
St-Christophe Hotel & Spa - Tesla Destination,255 Denison St E,Granby,J2H 2R4,450-405-4782  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,45.394521,-72.70771,2020-11-03,116602,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Vergers Philion Orchards - Tesla Destination,389 Route 202,Hemmingford,J0L 1H0,450-247-3133  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,45.048307,-73.609957,2020-11-03,116603,2021-06-07 17:08:43 UTC,J1772 TESLA,SHOPPING_CENTER,Free
Stove and Garden Works - Tesla Destination,591 Chemin Knowlton,Knowlton,J0E 1V0,450-243-5161  877-798-3752,24 hours daily,1,,Tesla Destination,45.211934,-72.54092,2020-11-03,116604,2021-06-07 17:08:43 UTC,TESLA,OFFICE_BLDG,Free
Archibald Lac Beauport - Tesla Destination,1021 boulevard du Lac,Lac Beauport,G3B 0X1,418-841-2224  877-798-3752,24 hours daily; for customer use only,2,,Tesla Destination,46.937609,-71.309035,2020-11-03,116605,2021-06-07 17:08:43 UTC,J1772 TESLA,RESTAURANT,Free
Manoir Lac-Etchemin - Tesla Destination,1415 Route 277,Lac-Etchemin,G0R 1S0,800-463-8489  877-798-3752,24 hours daily,1,,Tesla Destination,46.395978,-70.495589,2020-11-03,116606,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Holiday Inn Laval - Montreal - Tesla Destination,2900 Boulevard le Carrefour,Laval,H7T 2K9,450-682-9000  877-798-3752,24 hours daily; for customer use only; see front desk for access,6,,Tesla Destination,45.569964,-73.745917,2020-11-03,116612,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Motel Ideal - Tesla Destination,379 Cure-Labelle,Laval,H7L 3A3,450-625-0773  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,45.592781,-73.787516,2020-11-03,116613,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Hotel Le Dauphin Longueuil - Tesla Destination,1055 Rue St-Laurent Ouest,Longueuil,J4K 1E1,450-646-0110  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.524424,-73.514402,2020-11-03,116614,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Auberge Du Draveur - Tesla Destination,85 Rue Principale Nord,Maniwaki,J9E 2B7,819-449-7022  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,46.380848,-75.982182,2020-11-03,116615,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Quality Inn & Suites Matane - Tesla Destination,1550 Avenue Du Phare Ouest,Matane,G4W 3M6,418-562-6433  877-798-3752,24 hours daily,3,,Tesla Destination,48.836928,-67.571537,2020-11-03,116616,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
S.Bourassa (Ste-Janvier)Ltee - Tesla Destination,17605 rue Charles,Mirabel,J7J 0L6,450-434-1707  877-798-3752,24 hours daily,2,,Tesla Destination,45.695213,-73.934619,2020-11-03,116617,2021-06-07 17:08:43 UTC,TESLA,SHOPPING_CENTER,Free
Club Intrawest - Tremblant - Tesla Destination,200 Chemin des Saisons,Mont-Tremblant,J8E 1G1,819-681-3535  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,46.206098,-74.59496,2020-11-03,116618,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Le Grand Lodge Mont-Tremblant - Tesla Destination,2396 Rue Labelle,Mont Tremblant,J8E 1T8,800-567-6763  877-798-3752,24 hours daily; for customer use only; see front desk for access,5,,Tesla Destination,46.173083,-74.597438,2020-11-03,116619,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel Quintessence - Tesla Destination,3004 Chemin de la Chapelle,Mont-Tremblant,J8E 1E1,819-425-3400  877-798-3752,24 hours daily; for customer use only; see valet for access,2,,Tesla Destination,46.212953,-74.589107,2020-11-03,116620,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Fairmont Tremblant - Tesla Destination,3045 Chemin de la Chapelle,Mont-Tremblant,J8E 1E1,819-681-7000  877-798-3752,24 hours daily; for customer use only; see valet for access,3,,Tesla Destination,46.21501,-74.585321,2020-11-03,116621,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Comfort Inn & Suites Mont-Tremblant - Tesla Destination,860 Lalonde,Mont-Tremblant,J8E 3K4,888-429-6000  877-798-3752,24 hours daily; see front desk for access,1,,Tesla Destination,46.115902,-74.592576,2020-11-03,116622,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Fairmont Chateau Montebello - Tesla Destination,392 Rue Notre Dame,Montebello,J0V 1L0,819-423-6341  877-798-3752,24 hours daily; for customer use only; see front desk for access,10,,Tesla Destination,45.648816,-74.951698,2020-11-03,116624,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Hotel 10 - Tesla Destination,10 Sherbrooke Ouest,Montreal,H2X 4C9,855-390-6787  877-798-3752,24 hours daily; for customer use only; see valet for access,12,,Tesla Destination,45.512413,-73.569565,2020-11-03,116625,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel Sofitel Montreal Golden Mile - Tesla Destination,1155 Sherbrooke Ouest,Montreal,H3A 2N3,514-285-9000  877-798-3752,24 hours daily; for customer use only; see front desk for access,8,,Tesla Destination,45.501572,-73.577923,2020-11-03,116628,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Alt Hotel - Montreal Griffintown - Tesla Destination,120 Peel St,Montreal,H3C 0L8,855-823-8120  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.4928052,-73.5570462,2020-11-03,116629,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
The Ritz-Carlton Montreal - Tesla Destination,1228 Sherbrooke St W,Montreal,H3G 1H6,514-842-4212  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.499921,-73.578476,2020-11-03,116630,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Le Mount Stephen - Tesla Destination,1440  Drummond St,Montreal,H3G 1V9,514-313-1000  877-798-3752,24 hours daily; pay lot; see valet for access,9,,Tesla Destination,45.499121,-73.575765,2020-11-03,116631,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Le Nouvel Hotel and Spa - Tesla Destination,1740 Boul Rene-Levesque O,Montreal,H3H 1R3,800-363-6063  877-798-3752,24 hours daily; for customer use only,12,,Tesla Destination,45.492253,-73.57614,2020-11-03,116632,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Centre Bell - Tesla Destination,1909 avenue des Canadiens-de-Montreal,Montreal,H3C 5L2,514-932-2582  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,45.49603,-73.569478,2020-11-03,116633,2021-06-07 17:08:43 UTC,TESLA,OTHER,Free
Hotel Le Germain - Montreal - Tesla Destination,2050 Rue Mansfield,Montreal,H3A 1Y9,877-333-2050  877-798-3752,24 hours daily; for customer use only; see valet for access,3,,Tesla Destination,45.502497,-73.574356,2020-11-03,116634,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Le Saint-Sulpice Hotel Montreal - Tesla Destination,414 Saint-Sulpice,Montreal,H2Y 2V5,514-288-1000  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.491585,-73.593371,2020-11-03,116635,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
SpringHill Suites by Marriott Old Montreal - Tesla Destination,445 Rue Saint Jean Baptiste,Montreal,H2Y 2Z7,514-875-4333  877-798-3752,24 hours daily; pay lot; see valet for access,2,,Tesla Destination,45.506214,-73.55439,2020-11-03,116636,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Stationnement Publique - Renaissance Marriott - Tesla Destination,638 Cathcart,Montreal,H3B 3A7,514-393-8700  877-798-3752,24 hours daily; pay lot; see valet for access,25,,Tesla Destination,45.502982,-73.568725,2020-11-03,116637,2021-06-07 17:08:43 UTC,J1772 TESLA,PAY_GARAGE,Free
Courtyard & Residence Inn Montreal Airport - Tesla Destination,7000 Place Robert Joncas,Montreal,H4M 2Z5,514-339-5333  877-798-3752,24 hours daily; see front desk for access,2,,Tesla Destination,45.493188,-73.700476,2020-11-03,116639,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Restaurant Prima Luna - Tesla Destination,7301 Henri Bourassa Est,Montreal,H1E 2Z6,514-494-6666  877-798-3752,24 hours daily; for customer use only; see valet for access,2,,Tesla Destination,45.617271,-73.594169,2020-11-03,116640,2021-06-07 17:08:43 UTC,J1772 TESLA,RESTAURANT,Free
Cite du Multimedia - Tesla Destination,735 William,Montreal,H3C 1N8,514-877-9763  877-798-3752,24 hours daily; pay lot,12,,Tesla Destination,45.497977,-73.558219,2020-11-03,116641,2021-06-07 17:08:43 UTC,J1772 TESLA,PAY_GARAGE,Free
Restaurant et Poissonnerie La Sirene de la Mer - Tesla Destination,114 Ave Dresden,Mont-Royal,H3P 2B6,514-345-0345  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.51609,-73.630282,2020-11-03,116643,2021-06-07 17:08:43 UTC,J1772 TESLA,RESTAURANT,Free
Municipalite de Napierville - Tesla Destination,118 Rue de la Gare,Napierville,J0J 1L0,450-245-7210  877-798-3752,24 hours daily,2,,Tesla Destination,45.187913,-73.407431,2020-11-03,116644,2021-06-07 17:08:43 UTC,J1772 TESLA,MUNI_GOV,Free
Manoir Hovey - Tesla Destination,575 rue Hovey,North Hatley,J0B 2C0,800-661-2421  877-798-3752,24 hours daily,1,,Tesla Destination,45.263958,-71.995279,2020-11-03,116646,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Auberge Presqu`√Æle - Tesla Destination,1001 Rue Principale,Notre-Dame-de-Pontmain,J0W 1S0,819-597-4100  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,46.285951,-75.633936,2020-11-03,116647,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Municipalite de Notre-Dame-du-Portage - Tesla Destination,532 Route du Fleuve,Notre-Dame-du-Portage,G0L 1Y0,418-862-9163  877-798-3752,24 hours daily,2,,Tesla Destination,47.767691,-69.610134,2020-11-03,116648,2021-06-07 17:08:43 UTC,J1772 TESLA,MUNI_GOV,Free
Hotel Estrimont Suites & Spa - Tesla Destination,44 avenue de l'Auberge,Orford,J1X 6J3,819-843-1616  877-798-3752,24 hours daily; for customer use only; see front desk for access,7,,Tesla Destination,45.305992,-72.164123,2020-11-03,116649,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Municipalite de Pike River - Tesla Destination,548 Route 202,Pike River,J0J 1P0,450-248-2120  877-798-3752,24 hours daily,2,,Tesla Destination,45.121934,-73.06841,2020-11-03,116651,2021-06-07 17:08:43 UTC,J1772 TESLA,MUNI_GOV,Free
Restaurant Pastali - Tesla Destination,4 Boul Perron Ouest,Pointe-a-la-Croix,G0C 1L0,418-788-2070  877-798-3752,24 hours daily,3,,Tesla Destination,48.032614,-66.703113,2020-11-03,116652,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel Le Germain Dominion - Quebec - Tesla Destination,126 Rue Saint Pierre,Quebec,G1K 4A8,888-833-5253  877-798-3752,24 hours daily; for customer use only; see valet for access,3,,Tesla Destination,46.816012,-71.203299,2020-11-03,116653,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Auberge du Littoral - Hotel & Spa - Tesla Destination,3710 Ste-Anne Blvd,Quebec,G1E 3M3,877-661-6901  877-798-3752,24 hours daily; see front desk for access,2,,Tesla Destination,46.855618,-71.186048,2020-11-03,116656,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Alt Hotel - Quebec - Tesla Destination,1200 Germain-des-Pres Ave,Quebec City,G1V 3M7,800-463-5253  877-798-3752,24 hours daily; for customer use only; see front desk for access,2,,Tesla Destination,46.768882,-71.287055,2020-11-03,116657,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Archibald Ste Foy - Tesla Destination,1240 Autoroute Duplessis,Quebec CIty,G2G 2B5,418-877-0123  877-798-3752,24 hours daily; for customer use only,3,,Tesla Destination,46.787299,-71.353373,2020-11-03,116658,2021-06-07 17:08:43 UTC,J1772 TESLA,RESTAURANT,Free
"Hotel PUR, Quebec, a Tribute Portfolio Hotel - Tesla Destination",395 Couronne St,Quebec City,G1K 7X4,418-647-2611  877-798-3752,24 hours daily; for customer use only; see front desk for access,5,,Tesla Destination,46.814631,-71.224206,2020-11-03,116660,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Resto-Bar La Lanterne - Tesla Destination,3630 rue Queen,Rawdon,J0K 1S0,450-834-3444  877-798-3752,24 hours daily; for customer use only,1,,Tesla Destination,46.042356,-73.706707,2020-11-03,116662,2021-06-07 17:08:43 UTC,TESLA,RESTAURANT,Free
Municipality of Rawdon - Tesla Destination,3647 rue Queen,Rawdon,J0K 1S0,450-834-2596  877-798-3752,24 hours daily,1,,Tesla Destination,46.042278,-73.707305,2020-11-03,116663,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Hotel Gouverneur Rimouski - Tesla Destination,155 Boul Rene-Lepage Est,Rimouski,G5L 1P2,418-723-4422  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,48.45618,-68.523334,2020-11-03,116664,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Motel Au Fleuve D'Argent - Tesla Destination,202 Rue Fraser,Rivere-du-Loup,G5R 4C3,418-862-5315  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,47.824975,-69.558453,2020-11-03,116665,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Hotel Levesque - Tesla Destination,171 rue Fraser,Riviere-du-Loup,G5R 1E2,418-862-6927  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,47.828779,-69.552857,2020-11-03,116666,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Motel Piloteux - Tesla Destination,185 Rue Fraser,Riviere-du-Loup,G5R 1E2,418-867-2635  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,47.826967,-69.55561,2020-11-03,116667,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Hotel Le Dauphin Saint-Hyacinthe - Tesla Destination,1250 Johnson Ouest,Saint Hyacinthe,J2S 7K7,450-774-4418  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.639865,-72.968873,2020-11-03,116668,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Municipalite Saint-Adelphe - Tesla Destination,150 rue Baillargeon,Saint-Adelphe,G0X 2G0,418-322-5721  877-798-3752,24 hours daily,2,,Tesla Destination,46.734263,-72.431821,2020-11-03,116669,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Bureau d'accueil touristique de St-Alexis-des-Monts - Tesla Destination,10 Rue Saint Pierre,Saint-Alexis-des-Monts,J0K 1V0,819-265-2046  877-798-3752,24 hours daily,1,,Tesla Destination,46.462481,-73.143287,2020-11-03,116670,2021-06-07 17:08:43 UTC,TESLA,PAY_GARAGE,Free
Auberge Lac a l'Eau Claire - Tesla Destination,500 Chemin du Lac a l'Eau Claire,Saint-Alexis-des-Monts,J0K 1V0,877-265-3185  877-798-3752,24 hours daily,2,,Tesla Destination,46.543183,-73.087708,2020-11-03,116671,2021-06-07 17:08:43 UTC,TESLA,HOTEL,Free
Station Touristique Val Saint-Come - Tesla Destination,501 Rue Val Saint-Come,Saint-Come,J0K 2B0,800-363-2766  877-798-3752,24 hours daily,2,,Tesla Destination,46.011259,-73.77369,2020-11-03,116672,2021-06-07 17:08:43 UTC,TESLA,MUNI_GOV,Free
Hotel Le Chantecler - Tesla Destination,1474 Chemin Chantecler,Sainte-Adele,J8B 1A2,888-916-1616  877-798-3752,24 hours daily; for customer use only; see front desk for access,3,,Tesla Destination,45.95031,-74.146554,2020-11-03,116673,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
Hotel & Spa Mont Gabriel - Tesla Destination,1699 ch du Mont-Gabriel,Sainte-Adele,J8B 1A5,450-229-3547  877-798-3752,24 hours daily; for customer use only; see front desk for access,5,,Tesla Destination,45.921386,-74.160302,2020-11-03,116674,2021-06-07 17:08:43 UTC,J1772 TESLA,HOTEL,Free
